100	0.000018 	0.000007 
600	0.000076 	0.000049 
1100	0.000152 	0.000105 
1600	0.000239 	0.000179 
2100	0.000293 	0.000242 
2600	0.000395 	0.000320 
3100	0.000449 	0.000394 
3600	0.000553 	0.000513 
4100	0.000609 	0.000612 
4600	0.000702 	0.000726 
5100	0.000766 	0.000815 
5600	0.004058 	0.000956 
6100	0.000949 	0.001149 
6600	0.001035 	0.001289 
7100	0.001089 	0.001440 
7600	0.002255 	0.001658 
8100	0.001301 	0.001789 
8600	0.002342 	0.003816 
9100	0.001442 	0.002214 
9600	0.001669 	0.002400 
10100	0.001588 	0.002721 
10600	0.001768 	0.002944 
11100	0.001779 	0.003728 
11600	0.001830 	0.005729 
12100	0.001909 	0.005032 
12600	0.002005 	0.004105 
13100	0.002107 	0.004227 
13600	0.002154 	0.004446 
14100	0.002454 	0.004829 
14600	0.002464 	0.005069 
15100	0.019468 	0.005560 
15600	0.002571 	0.005679 
16100	0.004406 	0.006991 
16600	0.003155 	0.008045 
17100	0.004667 	0.007903 
17600	0.004652 	0.007478 
18100	0.004786 	0.007828 
18600	0.004681 	0.009317 
19100	0.003615 	0.008812 
19600	0.004280 	0.009240 
20100	0.006574 	0.009203 
20600	0.006536 	0.010026 
21100	0.006390 	0.010128 
21600	0.004841 	0.010914 
22100	0.005245 	0.012167 
22600	0.004867 	0.011458 
23100	0.004613 	0.011821 
23600	0.010137 	0.012993 
24100	0.013189 	0.012294 
24600	0.007918 	0.013177 
25100	0.008066 	0.013479 
25600	0.010844 	0.013851 
26100	0.009300 	0.015124 
26600	0.015001 	0.014998 
27100	0.011368 	0.015733 
27600	0.010477 	0.016738 
28100	0.006320 	0.016222 
28600	0.014369 	0.017082 
29100	0.009835 	0.017849 
29600	0.009063 	0.019762 
30100	0.013924 	0.018776 
30600	0.019150 	0.019928 
31100	0.013734 	0.020586 
31600	0.011723 	0.021324 
32100	0.007494 	0.023185 
32600	0.009321 	0.022397 
33100	0.007219 	0.023965 
33600	0.014490 	0.024325 
34100	0.007001 	0.024026 
34600	0.007196 	0.025059 
35100	0.006393 	0.028851 
35600	0.007136 	0.028646 
36100	0.008789 	0.029472 
36600	0.012872 	0.030836 
37100	0.007311 	0.028897 
37600	0.008077 	0.031455 
38100	0.012414 	0.032829 
38600	0.019408 	0.032636 
39100	0.020656 	0.037687 
39600	0.011882 	0.047168 
40100	0.013737 	0.040287 
40600	0.018520 	0.036232 
41100	0.008852 	0.037724 
41600	0.009114 	0.042213 
42100	0.013669 	0.049025 
42600	0.010695 	0.086856 
43100	0.011618 	0.078621 
43600	0.017714 	0.080128 
44100	0.020378 	0.043034 
44600	0.010850 	0.066024 
45100	0.020265 	0.051741 
45600	0.014245 	0.051950 
46100	0.012113 	0.058281 
46600	0.012283 	0.046748 
47100	0.014066 	0.055123 
47600	0.009244 	0.051731 
48100	0.010536 	0.053087 
48600	0.010924 	0.051847 
49100	0.012083 	0.051586 
49600	0.009861 	0.054925 
50100	0.011326 	0.056261 
50600	0.011633 	0.054592 
51100	0.013647 	0.056468 
51600	0.009443 	0.061615 
52100	0.011360 	0.066509 
52600	0.011298 	0.061467 
53100	0.014730 	0.062828 
53600	0.012062 	0.067529 
54100	0.020944 	0.066916 
54600	0.011404 	0.069290 
55100	0.016968 	0.085183 
55600	0.012405 	0.225022 
56100	0.013588 	0.161318 
56600	0.017205 	0.083231 
57100	0.020248 	0.080203 
57600	0.026341 	0.081698 
58100	0.022487 	0.081007 
58600	0.017433 	0.087143 
59100	0.025188 	0.108575 
59600	0.015661 	0.087015 
60100	0.015127 	0.100957 
60600	0.016032 	0.120132 
61100	0.012492 	0.115904 
61600	0.011755 	0.100820 
62100	0.013675 	0.107540 
62600	0.026209 	0.096790 
63100	0.017706 	0.097398 
63600	0.022334 	0.148201 
64100	0.025131 	0.113174 
64600	0.017941 	0.101036 
65100	0.017185 	0.106513 
65600	0.015125 	0.106147 
66100	0.016335 	0.133387 
66600	0.022108 	0.136830 
67100	0.017956 	0.110267 
67600	0.034491 	0.151106 
68100	0.038074 	0.183344 
68600	0.031927 	0.174354 
69100	0.017403 	0.280278 
69600	0.017796 	0.204526 
70100	0.023716 	0.178754 
70600	0.022073 	0.169204 
71100	0.023165 	0.156772 
71600	0.019482 	0.145740 
72100	0.017942 	0.165864 
72600	0.017790 	0.178252 
73100	0.024300 	0.218505 
73600	0.017818 	0.240516 
74100	0.021406 	0.214161 
74600	0.017586 	0.232688 
75100	0.018294 	0.292916 
75600	0.020170 	0.174052 
76100	0.016853 	0.288482 
76600	0.020225 	0.204569 
77100	0.019777 	0.184684 
77600	0.027950 	0.179440 
78100	0.018484 	0.156238 
78600	0.032744 	0.167891 
79100	0.018704 	0.216430 
79600	0.020478 	0.170938 
80100	0.020506 	0.151510 
80600	0.019097 	0.179277 
81100	0.022196 	0.149263 
81600	0.022622 	0.149238 
82100	0.021661 	0.190662 
82600	0.020139 	0.217984 
83100	0.019683 	0.183701 
83600	0.029846 	0.192473 
84100	0.022075 	0.212710 
84600	0.019337 	0.154258 
85100	0.020887 	0.168783 
85600	0.021612 	0.207296 
86100	0.019807 	0.179995 
86600	0.022872 	0.157804 
87100	0.022354 	0.212617 
87600	0.030641 	0.190546 
88100	0.020447 	0.214893 
88600	0.026957 	0.203972 
89100	0.020737 	0.185170 
89600	0.025689 	0.179232 
90100	0.028056 	0.199481 
90600	0.027928 	0.241544 
91100	0.033344 	0.233546 
91600	0.022494 	0.226375 
92100	0.026523 	0.188393 
92600	0.023386 	0.180383 
93100	0.026332 	0.284552 
93600	0.029496 	0.194091 
94100	0.031689 	0.186554 
94600	0.031555 	0.187253 
95100	0.037255 	0.195628 
95600	0.033028 	0.233154 
96100	0.028235 	0.202646 
96600	0.035478 	0.233931 
97100	0.027809 	0.290321 
97600	0.030485 	0.277167 
98100	0.027689 	0.295096 
98600	0.039318 	0.248220 
99100	0.030275 	0.209614 
99600	0.027876 	0.269931 
