1	100	0.000018	0.000007 
1	600	0.000084	0.000072 
1	1100	0.000145	0.000189 
1	1600	0.000255	0.000412 
1	2100	0.000371	0.000564 
1	2600	0.000344	0.000868 
1	3100	0.000434	0.001153 
1	3600	0.000464	0.001536 
1	4100	0.000514	0.002082 
1	4600	0.000607	0.002450 
1	5100	0.000651	0.003222 
1	5600	0.000747	0.004526 
1	6100	0.000785	0.004587 
1	6600	0.000960	0.005062 
1	7100	0.001825	0.006053 
1	7600	0.001578	0.006864 
1	8100	0.003554	0.007796 
1	8600	0.001147	0.008674 
1	9100	0.002754	0.009963 
1	9600	0.003341	0.011033 
1	10100	0.001522	0.011933 
1	10600	0.001547	0.020051 
1	11100	0.001513	0.016038 
1	11600	0.001724	0.019778 
1	12100	0.001668	0.016726 
1	12600	0.001958	0.018478 
1	13100	0.001889	0.019143 
1	13600	0.002064	0.021020 
1	14100	0.002020	0.022161 
1	14600	0.002052	0.036714 
1	15100	0.002494	0.040860 
1	15600	0.002152	0.037025 
1	16100	0.002848	0.030291 
1	16600	0.002443	0.031785 
1	17100	0.002455	0.033162 
1	17600	0.002547	0.043973 
1	18100	0.003513	0.055239 
1	18600	0.002871	0.066332 
1	19100	0.003181	0.047607 
1	19600	0.002828	0.048644 
1	20100	0.004929	0.046616 
1	20600	0.003806	0.101239 
1	21100	0.003748	0.088109 
1	21600	0.010020	0.075335 
1	22100	0.003250	0.055067 
1	22600	0.003189	0.061843 
1	23100	0.003395	0.064795 
1	23600	0.003387	0.065311 
1	24100	0.004087	0.081724 
1	24600	0.003641	0.084278 
1	25100	0.003743	0.095165 
1	25600	0.003750	0.079162 
1	26100	0.003778	0.082441 
1	26600	0.003851	0.088822 
1	27100	0.004459	0.104376 
1	27600	0.004149	0.099708 
1	28100	0.004222	0.126014 
1	28600	0.004695	0.092860 
1	29100	0.004258	0.095387 
1	29600	0.004386	0.122993 
1	30100	0.004411	0.099988 
1	30600	0.004490	0.138082 
1	31100	0.004572	0.156547 
1	31600	0.005529	0.124285 
1	32100	0.015103	0.122440 
1	32600	0.004722	0.131924 
1	33100	0.015468	0.134363 
1	33600	0.011203	0.137696 
1	34100	0.005345	0.133672 
1	34600	0.006078	0.193247 
1	35100	0.010607	0.154707 
1	35600	0.024871	0.167737 
1	36100	0.006419	0.212569 
1	36600	0.006008	0.153083 
1	37100	0.005941	0.223249 
1	37600	0.005973	0.196881 
1	38100	0.005991	0.169289 
1	38600	0.006076	0.177118 
1	39100	0.006059	0.231477 
1	39600	0.006498	0.190815 
1	40100	0.021104	0.208306 
1	40600	0.007695	0.219138 
1	41100	0.006398	0.234205 
1	41600	0.007032	0.215690 
1	42100	0.006555	0.230155 
1	42600	0.006609	0.228021 
1	43100	0.006757	0.238282 
1	43600	0.007230	0.251377 
1	44100	0.006989	0.232436 
1	44600	0.006883	0.262861 
1	45100	0.007706	0.256369 
1	45600	0.007030	0.293467 
1	46100	0.008055	0.269927 
1	46600	0.010862	0.251145 
1	47100	0.007297	0.318674 
1	47600	0.007885	0.259847 
1	48100	0.008472	0.302196 
1	48600	0.012423	0.323912 
1	49100	0.007744	0.305311 
1	49600	0.007902	0.309442 
1	50100	0.007921	0.321662 
1	50600	0.018198	0.316030 
1	51100	0.008377	0.321509 
