63600	0.013817 	0.081431 
64100	0.011714 	0.079358 
64600	0.011748 	0.083089 
65100	0.012017 	0.083416 
65600	0.012764 	0.083047 
66100	0.014299 	0.085969 
66600	0.013581 	0.086160 
67100	0.013857 	0.088002 
67600	0.013864 	0.094744 
68100	0.013720 	0.091073 
68600	0.014107 	0.092391 
69100	0.013760 	0.092861 
69600	0.013478 	0.096292 
70100	0.013745 	0.093620 
70600	0.014782 	0.103607 
71100	0.015221 	0.106550 
71600	0.014277 	0.109868 
72100	0.014782 	0.108958 
72600	0.014695 	0.136348 
73100	0.014518 	0.116549 
73600	0.014778 	0.121859 
74100	0.015881 	0.123178 
74600	0.015664 	0.118475 
75100	0.014942 	0.125359 
75600	0.014784 	0.121925 
76100	0.015989 	0.122611 
76600	0.015175 	0.125458 
77100	0.015665 	0.127569 
77600	0.016427 	0.131287 
78100	0.019384 	0.134034 
78600	0.016131 	0.129812 
79100	0.015841 	0.138114 
79600	0.015860 	0.137631 
80100	0.018393 	0.138824 
80600	0.017339 	0.137372 
81100	0.016123 	0.138792 
81600	0.017270 	0.139918 
82100	0.016421 	0.158746 
82600	0.016281 	0.167229 
83100	0.016010 	0.168461 
83600	0.016274 	0.166906 
84100	0.018514 	0.173508 
84600	0.016917 	0.176557 
85100	0.016471 	0.141069 
85600	0.017338 	0.147687 
86100	0.017015 	0.157581 
86600	0.017354 	0.151050 
87100	0.018057 	0.157375 
87600	0.017203 	0.156933 
88100	0.017857 	0.160841 
88600	0.017197 	0.161898 
89100	0.017986 	0.162995 
89600	0.018026 	0.163230 
90100	0.020435 	0.167005 
90600	0.018377 	0.186009 
91100	0.018600 	0.198915 
91600	0.020463 	0.176220 
92100	0.020664 	0.178145 
92600	0.018750 	0.178052 
93100	0.021615 	0.178266 
93600	0.020397 	0.193926 
94100	0.018921 	0.184201 
94600	0.021840 	0.181250 
95100	0.019231 	0.190590 
95600	0.021653 	0.177608 
96100	0.020863 	0.230419 
96600	0.020571 	0.199466 
97100	0.022546 	0.190660 
97600	0.021028 	0.196174 
98100	0.021984 	0.205021 
98600	0.020678 	0.226941 
99100	0.020860 	0.364499 
99600	0.020521 	0.410376 
